Date,Time,Voltage,Current,Power
10/26/20,15: 49: 14,154.7,0.18,18
10/26/20,15: 49: 14,154.7,0.17,17
10/26/20,15: 49: 14,154.7,0.17,17
10/26/20,15: 49: 14,155.3,0.17,17
10/26/20,15: 49: 14,155.3,0.17,18
10/26/20,15: 49: 14,155.3,0.17,17
10/26/20,15: 49: 14,156.3,0.17,18
10/26/20,15: 49: 14,156.3,0.17,17
10/26/20,15: 49: 14,154.9,0.17,17
10/26/20,15: 49: 14,154.9,0.17,24
10/26/20,15: 49: 14,154.9,0.17,18
10/26/20,15: 49: 14,152.5,0.17,17
10/26/20,15: 49: 14,152.5,0.18,18
10/26/20,15: 49: 14,152.5,0.18,18
10/26/20,15: 49: 14,154.3,0.18,18
10/26/20,15: 49: 14,154.3,0.17,19
10/26/20,15: 49: 14,154.8,0.17,19
10/26/20,15: 49: 14,154.8,0.18,18
10/26/20,15: 49: 14,154.8,0.18,17
10/26/20,15: 49: 14,153.5,0.18,20
10/26/20,15: 49: 14,153.5,0.18,18
10/26/20,15: 49: 14,153.5,0.18,18
10/26/20,15: 49: 14,140.1,0.18,19
10/26/20,15: 49: 14,140.1,0.2,18
10/26/20,15: 49: 14,136.3,0.2,18
10/26/20,15: 49: 14,136.3,0.21,20
10/26/20,15: 49: 14,136.3,0.21,17
10/26/20,15: 49: 14,139.0,0.21,17
10/26/20,15: 49: 14,139.0,0.19,18
10/26/20,15: 49: 14,139.0,0.19,17
10/26/20,15: 49: 14,145.8,0.19,16
10/26/20,15: 49: 14,145.8,0.18,14
10/26/20,15: 49: 14,145.7,0.18,14
10/26/20,15: 49: 14,145.7,0.1,9
10/26/20,15: 49: 14,145.7,0.1,9
10/26/20,15: 49: 14,144.9,0.1,8
10/26/20,15: 49: 14,144.9,0.1,8
10/26/20,15: 49: 14,144.9,0.1,10
10/26/20,15: 49: 14,144.0,0.1,9
10/26/20,15: 49: 14,144.0,0.1,8
10/26/20,15: 49: 14,147.7,0.1,8
10/26/20,15: 49: 14,147.7,0.1,8
10/26/20,15: 49: 14,147.7,0.1,8
10/26/20,15: 49: 14,147.5,0.1,9
10/26/20,15: 49: 14,147.5,0.09,9
10/26/20,15: 49: 14,147.5,0.09,8
10/26/20,15: 49: 14,147.3,0.09,9
10/26/20,15: 49: 14,147.3,0.09,10
10/26/20,15: 49: 14,146.9,0.09,10
10/26/20,15: 49: 14,146.9,0.1,9
10/26/20,15: 49: 14,146.9,0.1,9
10/26/20,15: 49: 14,146.0,0.1,10
10/26/20,15: 49: 14,146.0,0.13,8
10/26/20,15: 49: 14,146.0,0.13,19
10/26/20,15: 49: 14,146.0,0.13,17
10/26/20,15: 49: 14,146.0,0.17,17
10/26/20,15: 49: 14,144.2,0.17,17
10/26/20,15: 49: 14,144.2,0.18,17
10/26/20,15: 49: 14,144.2,0.18,17
10/26/20,15: 49: 14,145.9,0.18,18
10/26/20,15: 49: 14,145.9,0.2,18
10/26/20,15: 49: 14,145.9,0.2,19
10/26/20,15: 49: 14,145.2,0.2,22
10/26/20,15: 49: 14,145.2,0.19,19
10/26/20,15: 49: 14,139.4,0.19,19
10/26/20,15: 49: 14,139.4,0.19,17
10/26/20,15: 49: 14,139.4,0.19,18
10/26/20,15: 49: 14,139.4,0.19,17
10/26/20,15: 49: 14,139.4,0.19,18
10/26/20,15: 49: 14,139.4,0.19,18
10/26/20,15: 49: 14,143.2,0.19,20
10/26/20,15: 49: 14,143.2,0.19,17
10/26/20,15: 49: 14,146.4,0.19,17
10/26/20,15: 49: 14,146.4,0.19,17
10/26/20,15: 49: 14,146.4,0.19,18
10/26/20,15: 49: 14,146.5,0.19,17
10/26/20,15: 49: 14,146.5,0.18,17
10/26/20,15: 49: 14,146.5,0.18,17
10/26/20,15: 49: 14,145.1,0.18,17
10/26/20,15: 49: 14,145.1,0.18,17
10/26/20,15: 49: 14,147.3,0.18,17
10/26/20,15: 49: 14,147.3,0.18,17
10/26/20,15: 49: 14,147.3,0.18,18
10/26/20,15: 49: 14,147.4,0.18,18
10/26/20,15: 49: 14,147.4,0.19,18
10/26/20,15: 49: 14,147.4,0.19,18
10/26/20,15: 49: 14,148.0,0.19,17
10/26/20,15: 49: 14,148.0,0.19,18
10/26/20,15: 49: 14,147.1,0.19,18
10/26/20,15: 49: 14,147.1,0.18,18
10/26/20,15: 49: 14,147.1,0.18,18
10/26/20,15: 49: 14,145.8,0.18,19
10/26/20,15: 49: 14,145.8,0.19,18
10/26/20,15: 49: 14,145.8,0.19,19
10/26/20,15: 49: 14,146.2,0.19,18
10/26/20,15: 49: 14,146.2,0.19,17
10/26/20,15: 49: 14,146.0,0.19,17
10/26/20,15: 49: 14,146.0,0.18,18
10/26/20,15: 49: 14,146.0,0.18,17
10/26/20,15: 49: 14,146.3,0.18,18
10/26/20,15: 49: 14,146.3,0.19,18
10/26/20,15: 49: 14,146.3,0.19,19
10/26/20,15: 49: 14,149.7,0.19,20
10/26/20,15: 49: 14,149.7,0.2,20
10/26/20,15: 49: 14,147.0,0.2,20
10/26/20,15: 49: 14,147.0,0.2,21
10/26/20,15: 49: 14,147.0,0.2,16
10/26/20,15: 49: 14,142.6,0.2,19
10/26/20,15: 49: 14,142.6,0.18,16
10/26/20,15: 49: 14,142.6,0.18,16
10/26/20,15: 49: 14,142.9,0.18,15
10/26/20,15: 49: 14,142.9,0.17,9
10/26/20,15: 49: 14,144.2,0.17,9
10/26/20,15: 49: 14,144.2,0.18,17
10/26/20,15: 49: 14,144.2,0.18,9
10/26/20,15: 49: 14,142.7,0.18,9
10/26/20,15: 49: 14,142.7,0.09,8
10/26/20,15: 49: 14,142.7,0.09,8
10/26/20,15: 49: 14,146.1,0.09,8
10/26/20,15: 49: 14,146.1,0.1,8
10/26/20,15: 49: 14,144.2,0.1,8
10/26/20,15: 49: 14,144.2,0.2,20
10/26/20,15: 49: 14,144.2,0.2,9
10/26/20,15: 49: 14,143.6,0.2,8
10/26/20,15: 49: 14,143.6,0.11,9
10/26/20,15: 49: 14,143.6,0.11,8
10/26/20,15: 49: 14,147.2,0.11,9
10/26/20,15: 49: 14,147.2,0.1,8
10/26/20,15: 49: 14,144.9,0.1,8
10/26/20,15: 49: 14,144.9,0.1,9
10/26/20,15: 49: 14,144.9,0.1,9
10/26/20,15: 49: 14,146.8,0.1,9
10/26/20,15: 49: 14,146.8,0.11,12
10/26/20,15: 49: 14,146.8,0.11,17
10/26/20,15: 49: 14,144.3,0.11,17
10/26/20,15: 49: 14,144.3,0.19,17
10/26/20,15: 49: 14,146.5,0.19,17
10/26/20,15: 49: 14,146.5,0.19,18
10/26/20,15: 49: 14,146.5,0.19,17
10/26/20,15: 49: 14,144.2,0.19,17
10/26/20,15: 49: 14,144.2,0.19,17
10/26/20,15: 49: 14,144.2,0.19,17
10/26/20,15: 49: 14,144.9,0.19,17
10/26/20,15: 49: 14,144.9,0.18,17
10/26/20,15: 49: 14,144.7,0.18,17
10/26/20,15: 49: 14,144.7,0.17,18
10/26/20,15: 49: 14,144.7,0.17,17
10/26/20,15: 49: 14,144.1,0.17,17
10/26/20,15: 49: 14,144.1,0.18,18
10/26/20,15: 49: 14,144.1,0.18,18
10/26/20,15: 49: 14,144.7,0.18,17
10/26/20,15: 49: 14,144.7,0.23,18
10/26/20,15: 49: 14,140.3,0.23,18
10/26/20,15: 49: 14,140.3,0.19,18
10/26/20,15: 49: 14,140.3,0.19,17
10/26/20,15: 49: 14,142.4,0.19,17
10/26/20,15: 49: 14,142.4,0.19,17
10/26/20,15: 49: 14,142.4,0.19,18
10/26/20,15: 49: 14,140.9,0.19,17
10/26/20,15: 49: 14,140.9,0.19,24
10/26/20,15: 49: 14,143.3,0.19,24
10/26/20,15: 49: 14,143.3,0.19,17
10/26/20,15: 49: 14,143.3,0.19,17
10/26/20,15: 49: 14,147.3,0.19,17
10/26/20,15: 49: 14,147.3,0.18,18
10/26/20,15: 49: 14,147.3,0.18,18
10/26/20,15: 49: 14,149.7,0.18,17
10/26/20,15: 49: 14,149.7,0.18,18
10/26/20,15: 49: 14,147.1,0.18,18
10/26/20,15: 49: 14,147.1,0.18,23
10/26/20,15: 49: 14,147.1,0.18,18
10/26/20,15: 49: 14,144.8,0.18,17
10/26/20,15: 49: 14,144.8,0.18,19
10/26/20,15: 49: 14,144.8,0.18,18
10/26/20,15: 49: 14,144.5,0.18,18
10/26/20,15: 49: 14,144.5,0.18,17
10/26/20,15: 49: 14,144.6,0.18,17
10/26/20,15: 49: 14,144.6,0.17,17
10/26/20,15: 49: 14,144.6,0.17,18
10/26/20,15: 49: 14,144.5,0.17,18
10/26/20,15: 49: 14,144.5,0.19,18
10/26/20,15: 49: 14,144.5,0.19,17
10/26/20,15: 49: 14,138.6,0.19,19
10/26/20,15: 49: 14,138.6,0.2,19
10/26/20,15: 49: 14,141.8,0.2,19
10/26/20,15: 49: 14,141.8,0.21,21
10/26/20,15: 49: 14,141.8,0.21,20
10/26/20,15: 49: 14,141.3,0.21,18
10/26/20,15: 49: 14,141.3,0.18,18
10/26/20,15: 49: 14,141.3,0.18,19
10/26/20,15: 49: 14,143.5,0.18,17
10/26/20,15: 49: 14,143.5,0.18,9
10/26/20,15: 49: 14,144.3,0.18,9
10/26/20,15: 49: 14,144.3,0.11,9
10/26/20,15: 49: 14,144.3,0.11,9
10/26/20,15: 49: 14,145.4,0.11,9
10/26/20,15: 49: 14,145.4,0.11,10
10/26/20,15: 49: 14,145.4,0.11,9
10/26/20,15: 49: 14,138.6,0.11,9
10/26/20,15: 49: 14,138.6,0.1,8
10/26/20,15: 49: 14,139.1,0.1,8
10/26/20,15: 49: 14,139.1,0.11,8
10/26/20,15: 49: 14,139.1,0.11,8
10/26/20,15: 49: 14,141.6,0.11,9
10/26/20,15: 49: 14,141.6,0.1,9
10/26/20,15: 49: 14,141.6,0.1,8
10/26/20,15: 49: 14,142.1,0.1,8
10/26/20,15: 49: 14,142.1,0.11,9
10/26/20,15: 49: 14,144.7,0.11,9
10/26/20,15: 49: 14,144.7,0.11,9
10/26/20,15: 49: 14,144.7,0.11,15
10/26/20,15: 49: 14,143.7,0.11,9
10/26/20,15: 49: 14,143.7,0.1,8
10/26/20,15: 49: 14,143.7,0.1,16
10/26/20,15: 49: 14,139.5,0.1,16
10/26/20,15: 49: 14,139.5,0.18,17
10/26/20,15: 49: 14,141.6,0.18,17
10/26/20,15: 49: 14,141.6,0.18,17
10/26/20,15: 49: 14,141.6,0.18,18
10/26/20,15: 49: 14,144.8,0.18,18
10/26/20,15: 49: 14,144.8,0.19,17
10/26/20,15: 49: 14,144.8,0.19,17
10/26/20,15: 49: 14,146.1,0.19,17
10/26/20,15: 49: 14,146.1,0.2,17
10/26/20,15: 49: 14,145.5,0.2,17
10/26/20,15: 49: 14,145.5,0.18,17
10/26/20,15: 49: 14,145.5,0.18,17
10/26/20,15: 49: 14,144.0,0.18,17
10/26/20,15: 49: 14,144.0,0.19,17
10/26/20,15: 49: 14,144.0,0.19,17
10/26/20,15: 49: 14,144.9,0.19,16
10/26/20,15: 49: 14,144.9,0.19,18
10/26/20,15: 49: 14,145.1,0.19,18
10/26/20,15: 49: 14,145.1,0.18,18
10/26/20,15: 49: 14,145.1,0.18,17
10/26/20,15: 49: 14,146.2,0.18,18
10/26/20,15: 49: 14,146.2,0.19,18
10/26/20,15: 49: 14,146.2,0.19,17
10/26/20,15: 49: 14,146.2,0.19,18
10/26/20,15: 49: 14,146.2,0.18,18
10/26/20,15: 49: 14,144.8,0.18,18
10/26/20,15: 49: 14,144.8,0.17,18
10/26/20,15: 49: 14,144.8,0.17,19
10/26/20,15: 49: 14,142.3,0.17,18
10/26/20,15: 49: 14,142.3,0.18,17
10/26/20,15: 49: 14,142.3,0.18,17
10/26/20,15: 49: 14,142.9,0.18,17
10/26/20,15: 49: 14,142.9,0.18,17
1
